id,carLicensePlate,users,offerId,startPlace.latitude,startPlace.longitude,endPlace.latitude,endPlace.longitude,startDate,endDate,suggestedEndPlaces,kmTraveled,status,priceBalance,depositBalance,rewardBalance,startedBy,score,finishedBy,checkedBy,seats,rentForTime,totalPrice,observations
7cf656e9-117f-4b01-bda9-eeb7e505a64b,1G4GH5E38CF356605,"[{""userId"":""Tuckie"",""passengers"":1},{""userId"":""Herby"",""passengers"":1},{""userId"":""Maxi"",""passengers"":2},{""userId"":""Dimitry"",""passengers"":1},{""userId"":""Angelique"",""passengers"":2}]",b17025b0-9e5c-464d-ba2f-2943de231d16,9.9044207,105.1668326,59.3326658,18.056792,1565432067,1565518467,"[{""endPlace"":{""latitude"":-8.3069745,""longitude"":118.5097517},""reward"":""21.89"",""suggestedBy"":""Michael""},{""endPlace"":{""latitude"":43.897258,""longitude"":89.939332},""reward"":""63.95"",""suggestedBy"":""Cornelius""},{""endPlace"":{""latitude"":46.4144282,""longitude"":37.9579616},""reward"":""66.48"",""suggestedBy"":""Waly""}]",172.94,4,0,0,0,"[{""coordinate"":{""latitude"":-7.6832323,""longitude"":110.670528},""moment"":1566997510,""user"":null},{""coordinate"":{""latitude"":-7.3966297,""longitude"":111.5498112},""moment"":1566997519,""user"":null},{""coordinate"":{""latitude"":""-9.5972"",""longitude"":""119.5876""},""moment"":1566997523,""user"":null}]",[],[],[],0,false,78.6,Pre-emptive multimedia ability
115a6096-6194-42af-8a05-430c401f3e34,YV1672MK7C2806482,"[{""userId"":""Paule"",""passengers"":2},{""userId"":""Aleece"",""passengers"":2},{""userId"":""Haven"",""passengers"":1}]",c009dace-b774-4618-b701-e6ae9469a383,36.61667,37.45,14.973465,120.156218,1557477355,1557527755,"[{""endPlace"":{""latitude"":-13.6616515,""longitude"":-73.3767641},""reward"":""91.92"",""suggestedBy"":""Becky""},{""endPlace"":{""latitude"":43.7931514,""longitude"":25.9257256},""reward"":""2.86"",""suggestedBy"":""Chet""},{""endPlace"":{""latitude"":44.3559175,""longitude"":41.5113076},""reward"":""34.99"",""suggestedBy"":""Ira""},{""endPlace"":{""latitude"":37.7977942,""longitude"":139.1253637},""reward"":""25.94"",""suggestedBy"":""Dan""}]",156.3,2,0,179.96,0,"[{""coordinate"":{""latitude"":22.781631,""longitude"":108.273158},""moment"":1559034860,""user"":null},{""coordinate"":{""latitude"":56.339549,""longitude"":114.987561},""moment"":1559034863,""user"":null},{""coordinate"":{""latitude"":50.4254568,""longitude"":30.5176371},""moment"":1559034857,""user"":null},{""coordinate"":{""latitude"":29.988244,""longitude"":120.582633},""moment"":1559034878,""user"":null},{""coordinate"":{""latitude"":59.233082,""longitude"":163.067535},""moment"":1559034844,""user"":null}]",[],[],[],1,true,44.95,Sharable leading edge standardization
35bad7d2-fe58-4a22-afa6-18fe04339681,WAUDF78E68A223686,"[{""userId"":""Gratia"",""passengers"":2},{""userId"":""Aylmer"",""passengers"":1},{""userId"":""Lexine"",""passengers"":1},{""userId"":""Matty"",""passengers"":1},{""userId"":""Wells"",""passengers"":2}]",18c632e3-52d7-4210-9159-6ebf99d7770f,39.8772715,69.0254926,31.642397,118.184993,1548028178,1548042578,"[{""endPlace"":{""latitude"":50.1283894,""longitude"":15.9182326},""reward"":""5.72"",""suggestedBy"":""Paulie""},{""endPlace"":{""latitude"":43.5211998,""longitude"":16.5578656},""reward"":""82.33"",""suggestedBy"":""Barnard""},{""endPlace"":{""latitude"":47.086965,""longitude"":81.6315231},""reward"":""79.01"",""suggestedBy"":""Mac""}]",119.45,4,0,0,0,"[{""coordinate"":{""latitude"":62.9123239,""longitude"":34.5739346},""moment"":1549576206,""user"":null},{""coordinate"":{""latitude"":29.204461,""longitude"":116.512037},""moment"":1549576219,""user"":null},{""coordinate"":{""latitude"":38.2468667,""longitude"":47.1168459},""moment"":1549576217,""user"":null}]",[],[],[],1,false,135.36,Adaptive actuating strategy
7343ca5f-1867-49e0-9698-ced3a45f4e77,1G6DU6EA0A0470673,"[{""userId"":""Antonella"",""passengers"":1}]",0c805090-faa2-4240-acf4-3f7d50b3af84,-6.8432007,107.612654,41.1059592,-8.2213311,1556033763,1556033763,[],24.81,3,0,0,0,"[{""coordinate"":{""latitude"":9.9785656,""longitude"":-63.2194183},""moment"":1557589797,""user"":null},{""coordinate"":{""latitude"":31.476202,""longitude"":92.051239},""moment"":1557589797,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":45.9536011,""longitude"":14.8386368},""moment"":1556044563,""state"":1,""user"":""Tabor""},{""coordinate"":{""latitude"":24.304673,""longitude"":113.136459},""moment"":1556055363,""state"":1,""user"":""Genna""},{""coordinate"":{""latitude"":38.7080654,""longitude"":-9.3872558},""moment"":1556087763,""state"":1,""user"":""Kenna""}]",3,false,89.74,Secured directional hub
c03c97e4-ad02-4052-bf9c-6655b0bea0cd,2FMGK5CCXAB813141,"[{""userId"":""Arielle"",""passengers"":1},{""userId"":""Shandie"",""passengers"":2},{""userId"":""Gris"",""passengers"":1},{""userId"":""Joshua"",""passengers"":1},{""userId"":""Gerry"",""passengers"":1}]",8a3b4f4b-8f10-448b-9ddf-e4664e40817a,16.0765691,97.5843171,-27.2369945,28.8476254,1557966547,1557970147,"[{""endPlace"":{""latitude"":-5.725856,""longitude"":39.2985684},""reward"":""56.87"",""suggestedBy"":""Aidan""},{""endPlace"":{""latitude"":""42.83528"",""longitude"":""22.65167""},""reward"":""98.0"",""suggestedBy"":""Marijn""}]",119.76,0,90.08,54.16,57.47,[],[],[],[],3,false,79.87,Open-architected multi-tasking array
63eaa5f6-980b-46b2-beaf-a15ee6e8e979,2V4RW3DG0BR925441,"[{""userId"":""Kellia"",""passengers"":2},{""userId"":""Markos"",""passengers"":2},{""userId"":""Zollie"",""passengers"":2},{""userId"":""Batsheva"",""passengers"":2}]",b6109641-bce1-42fb-904e-c9b902ffa594,37.1878209,50.1575212,29.272581,104.874073,1548191508,1548241908,"[{""endPlace"":{""latitude"":9.9648655,""longitude"":-71.1329685},""reward"":""45.57"",""suggestedBy"":""Zollie""},{""endPlace"":{""latitude"":10.2019084,""longitude"":122.911283},""reward"":""68.7"",""suggestedBy"":""Maryrose""},{""endPlace"":{""latitude"":12.0021794,""longitude"":8.5919561},""reward"":""36.31"",""suggestedBy"":""Milzie""},{""endPlace"":{""latitude"":-5.2450244,""longitude"":14.8571368},""reward"":""22.62"",""suggestedBy"":""Osmond""},{""endPlace"":{""latitude"":48.9969392,""longitude"":31.4022422},""reward"":""90.28"",""suggestedBy"":""Isidore""}]",176.65,3,0,0,0,"[{""coordinate"":{""latitude"":14.0790439,""longitude"":5.956825},""moment"":1549739724,""user"":null},{""coordinate"":{""latitude"":34.472679,""longitude"":107.36884},""moment"":1549739746,""user"":null},{""coordinate"":{""latitude"":52.4874765,""longitude"":15.7562659},""moment"":1549739737,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":-20.893334,""longitude"":55.4421425},""moment"":1548259908,""state"":0,""user"":""Beverie""},{""coordinate"":{""latitude"":22.1599753,""longitude"":-80.4437781},""moment"":1548270708,""state"":1,""user"":""Ransom""},{""coordinate"":{""latitude"":28.003553,""longitude"":96.657898},""moment"":1548270708,""state"":1,""user"":""Clara""},{""coordinate"":{""latitude"":47.3591366,""longitude"":2.8002946},""moment"":1548267108,""state"":1,""user"":""Boony""},{""coordinate"":{""latitude"":26.3841358,""longitude"":127.804829},""moment"":1548270708,""state"":0,""user"":""Lindsay""}]",0,true,147.71,Progressive responsive focus group
15b494d6-3231-488e-bd07-2f20f23ac597,1G4HE5EM2AU071333,"[{""userId"":""Darrelle"",""passengers"":1},{""userId"":""Tabb"",""passengers"":2},{""userId"":""Adelaide"",""passengers"":1},{""userId"":""Joyann"",""passengers"":1},{""userId"":""Tybie"",""passengers"":1}]",dfca8cb2-4f4e-4fe2-95c5-a45489aa2c20,41.0882428,-7.5686677,-4.0620941,-78.948623,1563021543,1563082743,"[{""endPlace"":{""latitude"":-23.6515085,""longitude"":-46.8521864},""reward"":""5.41"",""suggestedBy"":""Nomi""},{""endPlace"":{""latitude"":55.706586,""longitude"":37.5186129},""reward"":""51.52"",""suggestedBy"":""Creighton""},{""endPlace"":{""latitude"":34.8456388,""longitude"":138.255437},""reward"":""16.88"",""suggestedBy"":""Marita""},{""endPlace"":{""latitude"":-23.6719404,""longitude"":22.7926759},""reward"":""42.55"",""suggestedBy"":""Sofia""}]",157.93,2,0,152.16,0,"[{""coordinate"":{""latitude"":22.9246742,""longitude"":96.5063095},""moment"":1564584582,""user"":null},{""coordinate"":{""latitude"":14.8465342,""longitude"":-88.3032755},""moment"":1564584609,""user"":null},{""coordinate"":{""latitude"":1.4081109,""longitude"":-77.391527},""moment"":1564584607,""user"":null}]",[],[],[],2,false,74.42,Implemented optimizing intranet
36f2215e-50d6-4ff5-8ff8-41c10fe20dd0,5GAKRAEDXCJ545476,"[{""userId"":""Loise"",""passengers"":1},{""userId"":""Denyse"",""passengers"":1},{""userId"":""Hermann"",""passengers"":1},{""userId"":""Rabbi"",""passengers"":2}]",c24c01c5-d978-4a97-8f3c-77b6ff35dfcd,14.0879532,-91.0513914,41.1846313,-8.598522,1562094588,1562130588,[],1.17,4,0,0,0,"[{""coordinate"":{""latitude"":41.305838,""longitude"":124.120286},""moment"":1563656709,""user"":null}]",[],[],[],3,true,128.43,Universal tertiary projection
48d11431-e2e6-448f-ab88-3b85e8a4fdc0,5FPYK1F55EB158968,"[{""userId"":""Minda"",""passengers"":2},{""userId"":""Loise"",""passengers"":1},{""userId"":""Nappie"",""passengers"":2},{""userId"":""Tildie"",""passengers"":2}]",33771fdd-11dc-43a8-9f08-92b16627219e,-9.4355285,119.2627176,22.568299,113.485598,1572814382,1572886382,"[{""endPlace"":{""latitude"":47.7334545,""longitude"":-3.4955428},""reward"":""22.68"",""suggestedBy"":""Shannon""},{""endPlace"":{""latitude"":47.2550409,""longitude"":-1.5401497},""reward"":""64.13"",""suggestedBy"":""Therine""}]",51.46,3,0,0,0,"[{""coordinate"":{""latitude"":45.1216628,""longitude"":19.0173647},""moment"":1574387225,""user"":null},{""coordinate"":{""latitude"":37.646108,""longitude"":120.477813},""moment"":1574387244,""user"":null},{""coordinate"":{""latitude"":34.0953553,""longitude"":49.7013486},""moment"":1574387232,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":0.9400761,""longitude"":30.8125638},""moment"":1572961982,""state"":0,""user"":""Eustace""},{""coordinate"":{""latitude"":-26.7376205,""longitude"":-49.1743626},""moment"":1572929582,""state"":1,""user"":""Peyton""},{""coordinate"":{""latitude"":26.0833976,""longitude"":43.9627492},""moment"":1572958382,""state"":0,""user"":""Serge""},{""coordinate"":{""latitude"":51.9038827,""longitude"":23.1771438},""moment"":1572958382,""state"":0,""user"":""Shandie""},{""coordinate"":{""latitude"":8.7504833,""longitude"":124.7798258},""moment"":1572933182,""state"":0,""user"":""Daniel""}]",1,false,114.86,User-friendly fresh-thinking leverage
da78679b-9229-4491-b5bb-e7a05c391529,JM1CW2BL5E0016104,"[{""userId"":""Vere"",""passengers"":2},{""userId"":""Darcie"",""passengers"":2},{""userId"":""Arleta"",""passengers"":1},{""userId"":""Maryrose"",""passengers"":2}]",9daa25c5-994c-4f98-a394-6206b61a7272,29.718419,104.585735,-6.6421188,108.1873407,1559563787,1559596187,"[{""endPlace"":{""latitude"":45.4340688,""longitude"":18.492549},""reward"":""36.55"",""suggestedBy"":""Hayden""},{""endPlace"":{""latitude"":59.3770112,""longitude"":17.9485065},""reward"":""88.92"",""suggestedBy"":""Leicester""},{""endPlace"":{""latitude"":7.9187344,""longitude"":125.3297787},""reward"":""92.39"",""suggestedBy"":""Roxi""},{""endPlace"":{""latitude"":10.5104642,""longitude"":7.4165053},""reward"":""58.06"",""suggestedBy"":""Larissa""}]",193.08,3,0,0,0,"[{""coordinate"":{""latitude"":13.7696054,""longitude"":121.030464},""moment"":1561123361,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":37.3287894,""longitude"":23.4716567},""moment"":1559653787,""state"":1,""user"":""Tomlin""},{""coordinate"":{""latitude"":38.5194,""longitude"":-9.0138},""moment"":1559610587,""state"":0,""user"":""Ashlee""}]",1,false,100.6,Phased needs-based orchestration
30e559b0-318e-480b-86f9-d246a13d53a9,JA4AS2AWXBU224928,"[{""userId"":""Rozele"",""passengers"":1},{""userId"":""Vance"",""passengers"":1},{""userId"":""Kattie"",""passengers"":2}]",068730b9-daf7-40c7-b4ee-f20e971baffd,35.0133672,132.2241106,62.20907,-6.75247,1572032933,1572108533,"[{""endPlace"":{""latitude"":60.5708242,""longitude"":22.097429},""reward"":""59.76"",""suggestedBy"":""Arie""},{""endPlace"":{""latitude"":52.1899235,""longitude"":18.8632124},""reward"":""80.01"",""suggestedBy"":""Grover""}]",43.98,1,191.38,56.84,4.97,"[{""coordinate"":{""latitude"":""50.22892"",""longitude"":""-99.46642""},""moment"":1573605030,""user"":null},{""coordinate"":{""latitude"":39.1714266,""longitude"":-86.5186022},""moment"":1573605030,""user"":null},{""coordinate"":{""latitude"":-23.2248099,""longitude"":-47.4882762},""moment"":1573604990,""user"":null}]",[],[],[],3,true,88.93,Grass-roots actuating algorithm
31a0e143-8d70-4d5d-8365-d277ccd5723c,1G4PS5SK9E4362005,"[{""userId"":""Deva"",""passengers"":2},{""userId"":""Cristobal"",""passengers"":1},{""userId"":""Tildie"",""passengers"":1},{""userId"":""Tuckie"",""passengers"":1},{""userId"":""Corri"",""passengers"":2}]",8e1e2b1b-8385-4ee2-825b-10cba7395e6d,48.7057309,2.2186743,5.5126065,95.7932008,1548473455,1548527455,"[{""endPlace"":{""latitude"":52.0564395,""longitude"":20.0873091},""reward"":""95.69"",""suggestedBy"":""Matthus""}]",54.97,2,0,62.74,0,"[{""coordinate"":{""latitude"":31.827364,""longitude"":119.9690478},""moment"":1550021971,""user"":null},{""coordinate"":{""latitude"":45.0497462,""longitude"":-93.4824636},""moment"":1550021955,""user"":null},{""coordinate"":{""latitude"":""46.36446"",""longitude"":""113.577""},""moment"":1550021964,""user"":null},{""coordinate"":{""latitude"":29.93442,""longitude"":114.842366},""moment"":1550021936,""user"":null},{""coordinate"":{""latitude"":19.8838774,""longitude"":110.4153075},""moment"":1550021964,""user"":null}]",[],[],[],3,false,163.2,Focused multi-tasking complexity
2d9f35c8-a242-486a-a501-c2f0fdda646a,5N1AA0NC6FN332827,"[{""userId"":""Barnard"",""passengers"":1},{""userId"":""Jobyna"",""passengers"":1}]",4455d376-5d33-4379-bced-d554f588b158,-31.3320807,-64.3084285,-36.8201352,-73.0443904,1572207109,1572225109,[],130.11,1,34.65,138.09,134.66,"[{""coordinate"":{""latitude"":23.035191,""longitude"":114.300299},""moment"":1573779325,""user"":null},{""coordinate"":{""latitude"":39.914373,""longitude"":116.454205},""moment"":1573779322,""user"":null},{""coordinate"":{""latitude"":8.955271,""longitude"":126.009711},""moment"":1573779320,""user"":null},{""coordinate"":{""latitude"":-28.4748354,""longitude"":-48.7837539},""moment"":1573779323,""user"":null}]",[],[],[],2,false,130.72,Front-line multimedia encoding
739962d6-6790-4ff7-9443-7dd1f38c76b8,19UYA427X2A964539,"[{""userId"":""Cammy"",""passengers"":1},{""userId"":""Gale"",""passengers"":1}]",2f4371a8-5932-48f0-8f46-d0c12aaf9fc4,-33.0320432,27.8863851,15.3098003,119.9994908,1573409141,1573473941,"[{""endPlace"":{""latitude"":47.349916,""longitude"":130.297964},""reward"":""64.71"",""suggestedBy"":""Dane""},{""endPlace"":{""latitude"":-4.8220831,""longitude"":-42.1644994},""reward"":""13.62"",""suggestedBy"":""Hardy""},{""endPlace"":{""latitude"":36.494677,""longitude"":117.694692},""reward"":""84.16"",""suggestedBy"":""Deva""},{""endPlace"":{""latitude"":45.0804254,""longitude"":14.0845863},""reward"":""58.16"",""suggestedBy"":""Mavis""},{""endPlace"":{""latitude"":65.0081559,""longitude"":17.0061406},""reward"":""75.47"",""suggestedBy"":""Bonnie""}]",151.48,1,168.49,157.32,107.25,"[{""coordinate"":{""latitude"":40.5353559,""longitude"":44.7695698},""moment"":1574982613,""user"":null},{""coordinate"":{""latitude"":-4.76732,""longitude"":11.8627984},""moment"":1574982572,""user"":null},{""coordinate"":{""latitude"":-6.7974263,""longitude"":111.1682495},""moment"":1574982593,""user"":null},{""coordinate"":{""latitude"":51.7173795,""longitude"":15.4240467},""moment"":1574982604,""user"":null}]",[],[],[],1,true,95.02,Digitized well-modulated structure
bbf83e22-35ef-405d-abad-13fb2f24f4f4,3GYT4NEF9BG919418,"[{""userId"":""Rory"",""passengers"":2},{""userId"":""Lidia"",""passengers"":2}]",d144045b-5313-4a50-80af-9fef2e497f70,55.823907,37.518127,28.786167,108.176236,1564738426,1564821226,"[{""endPlace"":{""latitude"":26.008257,""longitude"":115.162028},""reward"":""28.08"",""suggestedBy"":""Bird""}]",116.39,1,43.74,4.48,70.96,"[{""coordinate"":{""latitude"":5.576269,""longitude"":-74.889557},""moment"":1566303199,""user"":null},{""coordinate"":{""latitude"":23.07555,""longitude"":112.007814},""moment"":1566303200,""user"":null},{""coordinate"":{""latitude"":52.0391192,""longitude"":39.7408362},""moment"":1566303221,""user"":null},{""coordinate"":{""latitude"":55.0121393,""longitude"":88.4665697},""moment"":1566303217,""user"":null}]",[],[],[],1,false,50.1,Innovative 24 hour secured line
18cd0bad-7cfa-468d-9bd4-112a8c63a652,WBAEH73494B130064,"[{""userId"":""Kimberli"",""passengers"":1}]",3d81bae5-7d41-4846-b919-450ff81b1410,8.296968,30.1531568,59.3851719,17.9172006,1570537399,1570612999,"[{""endPlace"":{""latitude"":63.8601923,""longitude"":23.4541136},""reward"":""20.01"",""suggestedBy"":""Dale""},{""endPlace"":{""latitude"":""39.41691"",""longitude"":""69.28677""},""reward"":""56.92"",""suggestedBy"":""Damian""}]",38.27,1,46.54,169.15,139.0,"[{""coordinate"":{""latitude"":30.5312657,""longitude"":-7.9238785},""moment"":1572108009,""user"":null},{""coordinate"":{""latitude"":-34.6045775,""longitude"":-58.3799949},""moment"":1572107979,""user"":null},{""coordinate"":{""latitude"":30.199688,""longitude"":110.674706},""moment"":1572107955,""user"":null},{""coordinate"":{""latitude"":-3.283333,""longitude"":115.75},""moment"":1572107981,""user"":null},{""coordinate"":{""latitude"":17.8579334,""longitude"":-93.1548091},""moment"":1572107992,""user"":null}]",[],[],[],0,true,135.95,Focused executive Graphical User Interface
b2e06d48-e22d-49b4-9584-f8b857f6bec8,1HGCR2F36DA877738,"[{""userId"":""Elden"",""passengers"":2}]",4e063b6e-3b02-4709-9949-cd5fe4505651,13.9300945,120.9522977,56.947079,23.6168485,1568140030,1568215630,"[{""endPlace"":{""latitude"":23.701262,""longitude"":117.430061},""reward"":""83.43"",""suggestedBy"":""Pen""},{""endPlace"":{""latitude"":52.9376808,""longitude"":87.9774328},""reward"":""22.83"",""suggestedBy"":""Arielle""},{""endPlace"":{""latitude"":-33.1416441,""longitude"":-64.3600342},""reward"":""67.11"",""suggestedBy"":""Germana""},{""endPlace"":{""latitude"":14.5042512,""longitude"":101.948349},""reward"":""60.35"",""suggestedBy"":""Charlton""},{""endPlace"":{""latitude"":54.147514,""longitude"":45.2217972},""reward"":""78.89"",""suggestedBy"":""Merilyn""}]",16.9,1,175.4,191.53,49.15,"[{""coordinate"":{""latitude"":4.6096768,""longitude"":101.1064003},""moment"":1569708217,""user"":null},{""coordinate"":{""latitude"":""70.67472"",""longitude"":""-52.12639""},""moment"":1569708240,""user"":null},{""coordinate"":{""latitude"":5.6661517,""longitude"":-0.1582766},""moment"":1569708235,""user"":null}]",[],[],[],0,true,115.1,Multi-tiered impactful conglomeration
7ec0386c-e9e7-49c9-b1d6-fe4796b9cea3,JHMFA3F25BS340915,"[{""userId"":""Keelia"",""passengers"":1},{""userId"":""Jules"",""passengers"":2},{""userId"":""Pet"",""passengers"":1},{""userId"":""Nerissa"",""passengers"":1},{""userId"":""Cecilla"",""passengers"":1}]",4e2ceeb7-663e-41e8-9199-aa839b64d598,31.364042,108.520914,36.1030036,-86.8722146,1567275974,1567290374,"[{""endPlace"":{""latitude"":8.5703071,""longitude"":150.4189148},""reward"":""37.05"",""suggestedBy"":""Mac""},{""endPlace"":{""latitude"":53.3169419,""longitude"":-6.251714},""reward"":""24.54"",""suggestedBy"":""Gilly""},{""endPlace"":{""latitude"":42.3273306,""longitude"":20.7226764},""reward"":""87.19"",""suggestedBy"":""Emerson""}]",191.01,0,164.57,138.7,152.08,[],[],[],[],2,true,108.05,Re-engineered executive initiative
29bdaf2f-12c4-4161-bd02-4a04a5397aef,1GYS4CEF8DR083829,"[{""userId"":""Percy"",""passengers"":1},{""userId"":""Vitoria"",""passengers"":1},{""userId"":""Alberta"",""passengers"":2},{""userId"":""Karole"",""passengers"":2},{""userId"":""Bekki"",""passengers"":1}]",5ebad9ee-d98a-4c22-aa5c-308376afa313,41.3052226,-72.9268626,16.356791,102.8259445,1552728377,1552793177,"[{""endPlace"":{""latitude"":39.4745421,""longitude"":-8.6793127},""reward"":""35.48"",""suggestedBy"":""Josefa""},{""endPlace"":{""latitude"":18.2899888,""longitude"":-77.9530942},""reward"":""75.68"",""suggestedBy"":""Norrie""},{""endPlace"":{""latitude"":41.6454266,""longitude"":-7.5734783},""reward"":""84.17"",""suggestedBy"":""Darrelle""}]",73.09,1,141.06,127.74,89.08,"[{""coordinate"":{""latitude"":-7.4207981,""longitude"":111.6243377},""moment"":1554281134,""user"":null}]",[],[],[],1,true,188.33,Team-oriented mission-critical policy
127af17b-e823-4d30-8227-00f5421bd48b,WBA3B5G59EN921856,"[{""userId"":""Maximilian"",""passengers"":2},{""userId"":""Dickie"",""passengers"":2},{""userId"":""Sharity"",""passengers"":2},{""userId"":""Harbert"",""passengers"":2}]",6be0400b-b6a1-4b10-96f7-15634b344e25,35.9482858,126.9575991,55.9251242,39.4489055,1547743526,1547822726,"[{""endPlace"":{""latitude"":64.9099021,""longitude"":25.5080144},""reward"":""28.37"",""suggestedBy"":""Elisha""},{""endPlace"":{""latitude"":8.3141383,""longitude"":124.8551784},""reward"":""32.86"",""suggestedBy"":""Felecia""}]",81.74,3,0,0,0,"[{""coordinate"":{""latitude"":-20.5362627,""longitude"":47.2459749},""moment"":1549291309,""user"":null}]",[],[],"[{""coordinate"":{""latitude"":25.315243,""longitude"":119.090741},""moment"":1547847926,""state"":1,""user"":""Gerick""},{""coordinate"":{""latitude"":49.6805192,""longitude"":19.7822663},""moment"":1547901926,""state"":0,""user"":""Domenic""},{""coordinate"":{""latitude"":14.651459,""longitude"":121.0380826},""moment"":1547840726,""state"":1,""user"":""Sean""},{""coordinate"":{""latitude"":51.8433045,""longitude"":15.6903444},""moment"":1547865926,""state"":0,""user"":""Sheeree""},{""coordinate"":{""latitude"":19.7633057,""longitude"":96.0785104},""moment"":1547905526,""state"":0,""user"":""Glen""}]",2,true,17.84,De-engineered 24 hour parallelism
418b2781-5ce4-4ea7-9491-cb6b57c04e4a,WA1YD64B55N837840,"[{""userId"":""Kathye"",""passengers"":2}]",eeac03a2-ac15-4ab6-acd2-cac19abd4649,5.709563,-77.2666969,-23.216667,46.6666669,1560713619,1560760419,"[{""endPlace"":{""latitude"":16.8564272,""longitude"":120.7963702},""reward"":""59.91"",""suggestedBy"":""Di""},{""endPlace"":{""latitude"":-6.406039,""longitude"":106.899566},""reward"":""59.61"",""suggestedBy"":""Reiko""}]",108.73,0,4.45,166.87,15.71,[],[],[],[],1,false,98.88,Open-source zero defect alliance
450d8e76-f60d-4969-a4dd-c24890847532,1GYS4DEF2DR513506,"[{""userId"":""Monro"",""passengers"":2}]",caacefae-2f4d-4dd1-905e-b59350fd1dab,-0.7911388,29.924903,41.0057729,71.6436028,1562861583,1562872383,[],121.04,1,45.14,64.88,95.6,"[{""coordinate"":{""latitude"":-7.7929433,""longitude"":110.3249238},""moment"":1564424452,""user"":null}]",[],[],[],1,true,152.11,Grass-roots content-based orchestration
c60fc780-ae70-461a-ba33-512221a8f246,5J6TF1H55DL490497,"[{""userId"":""Debby"",""passengers"":1}]",4631d3ac-1e8a-4dce-9969-3c9f1153d0f1,47.7334545,-3.4955428,28.1905018,112.999502,1550601758,1550619758,[],162.06,1,40.16,16.07,62.91,"[{""coordinate"":{""latitude"":8.9800511,""longitude"":126.2545687},""moment"":1552152363,""user"":null},{""coordinate"":{""latitude"":45.2060835,""longitude"":20.6264373},""moment"":1552152365,""user"":null},{""coordinate"":{""latitude"":29.624269,""longitude"":118.373047},""moment"":1552152363,""user"":null}]",[],[],[],3,false,68.48,Upgradable grid-enabled throughput
c3aa8931-8721-4259-aa0d-64ccc0a1372b,WAUGGAFR5EA987439,"[{""userId"":""Bernadette"",""passengers"":2}]",9b02bbf2-720a-43b4-976e-547fdbb324c4,-1.3928344,-78.4268758,58.5812006,16.1481061,1561678415,1561678415,"[{""endPlace"":{""latitude"":""34.90994"",""longitude"":""109.73445""},""reward"":""45.7"",""suggestedBy"":""Konstantin""}]",164.7,4,0,0,0,"[{""coordinate"":{""latitude"":6.6763591,""longitude"":-72.7628653},""moment"":1563240093,""user"":null},{""coordinate"":{""latitude"":3.22059,""longitude"":-76.415465},""moment"":1563240093,""user"":null},{""coordinate"":{""latitude"":4.3202706,""longitude"":21.1861342},""moment"":1563240093,""user"":null}]",[],[],[],2,true,50.63,Focused optimizing model
4958dcc0-fd15-4866-b670-a17a93afb7ce,1G6DJ5E30D0747248,"[{""userId"":""Jolie"",""passengers"":1},{""userId"":""Ashil"",""passengers"":1}]",794800c2-c3f6-4c17-862b-ef3162bc7d48,59.9336282,30.6609232,-6.81482,106.40417,1554896472,1554946872,"[{""endPlace"":{""latitude"":-2.622461,""longitude"":102.754898},""reward"":""30.47"",""suggestedBy"":""Bonnibelle""},{""endPlace"":{""latitude"":48.7114913,""longitude"":23.1850055},""reward"":""31.93"",""suggestedBy"":""Ker""},{""endPlace"":{""latitude"":43.4650355,""longitude"":24.8715019},""reward"":""25.54"",""suggestedBy"":""Cozmo""},{""endPlace"":{""latitude"":50.4897179,""longitude"":20.449178},""reward"":""43.74"",""suggestedBy"":""Reina""},{""endPlace"":{""latitude"":43.6445087,""longitude"":25.1246359},""reward"":""93.38"",""suggestedBy"":""Hanan""}]",113.18,0,13.55,162.22,21.93,[],[],[],[],0,false,1.4,Organic systemic customer loyalty
972d03e8-0c80-48b5-bef8-5c58a11bc680,WBAVL1C57EV044272,"[{""userId"":""Annabel"",""passengers"":2},{""userId"":""Maryrose"",""passengers"":2},{""userId"":""Nolly"",""passengers"":2},{""userId"":""Cazzie"",""passengers"":1},{""userId"":""Keen"",""passengers"":2}]",1165e39d-e5bb-495f-b63f-3ed1ef0550d6,39.1192173,117.1944016,-7.7454234,113.1709572,1568319699,1568380899,"[{""endPlace"":{""latitude"":55.3863814,""longitude"":91.6383629},""reward"":""66.16"",""suggestedBy"":""Ofelia""},{""endPlace"":{""latitude"":31.8808504,""longitude"":36.8308031},""reward"":""48.82"",""suggestedBy"":""Annabelle""},{""endPlace"":{""latitude"":49.2630058,""longitude"":5.9291577},""reward"":""48.13"",""suggestedBy"":""Myca""}]",130.85,0,15.35,32.66,79.27,[],[],[],[],1,false,185.76,Automated 4th generation moratorium
