id,balance,reputation,payerId
Ansel,37.21,3.0,1a3f6eec-bdae-4696-b56e-f6d33a6a6f0a
Nerta,47.86,6.5,fd146f56-099b-424f-a5dd-308affb82ccf
Ode,70.78,0.5,584286e8-f488-4ce6-8b20-0c07990dedd0
Sher,41.41,5.4,468e7761-2b04-46ce-a2e4-e41d8386b6d3
Patric,3.14,0.4,0435c9f8-bf92-4a7d-9cbd-caa40609ea8f
Theodor,49.99,6.2,3fc45631-1f91-4acf-abf0-015dc990483b
Melania,54.0,5.1,f0e04010-1cdf-40aa-a51d-b906f6f8631b
Robbie,46.12,9.5,d2154fdb-091f-42f7-bf6c-0fe806a8552f
Kellia,5.32,2.7,90621e07-9379-435c-8578-cb447ee33249
Martino,79.01,3.1,4068f182-4bff-47e0-b0f8-9e43f5103e5f
Bonnibelle,94.66,4.8,bc364b35-f94b-4ecd-8df5-dcfea841b0d9
Ira,80.28,6.3,a474e7a4-29e9-47c9-8e54-5b077276f710
Lillis,55.92,1.1,4290dabb-da8f-4536-9af5-386a8edc1342
Felipa,14.23,1.5,2a15bcc3-c24a-419b-94e9-8a5e2d680d60
Maudie,39.09,4.6,dc7c9fbb-bb63-4c95-ac12-896f4eac03e9
Rory,24.74,0.4,cb308658-96f4-463b-8d71-afcf4c47a6bd
Lucky,95.36,2.6,c3ff7922-efd4-4b3c-98f8-afb1e249a43a
Chadwick,91.11,7.2,aff3af70-9c58-4695-9a36-4fe9e27fdfa7
Kennedy,56.39,7.6,c935a83f-622a-4409-9abc-cdb7fcea8d72
Kliment,36.83,5.0,839b8cda-904e-49f1-8985-2e802cdd5cdd
Sibbie,20.48,5.3,ee027e0e-6ac9-44f2-9dc3-2a37857959a8
Nomi,8.73,9.4,1174e965-22ea-4065-ad90-cbb1b54289c8
Skylar,90.79,7.0,9554c146-9866-43f6-aa12-a81b2d95b472
Dun,9.99,4.5,c975cc30-716c-4d98-9550-ad858554b39c
Misty,64.37,9.2,9571c020-60eb-44dd-97f7-af9b616965b7
Roxi,95.55,2.3,8ab3139a-63f3-4015-93e6-651ab014da78
Bernhard,3.37,5.2,e8c3a5c0-2bdc-4f4f-860d-97fe64e31602
Wendell,63.76,4.7,5cd64b05-a39f-491a-b837-925be887675b
Lynelle,28.46,7.8,554c3e78-4342-4bfa-861d-4023a54a12c0
Adriena,71.37,2.6,725db261-4cf5-4f3e-8b18-72464bd5cf77
Joycelin,0.53,6.1,5f2c1eb5-fb60-4ed3-8b1d-8f329baf5aa2
Tabor,13.26,8.5,b4505570-a983-49cb-9541-55e6a51c7dd0
Boone,98.11,3.0,62c51a1d-ea30-45ed-b817-3b7170358ac3
Karole,65.41,3.6,b7ad0c20-36ff-43d1-851c-f354096cda36
Randolph,90.09,7.7,01a3871e-5579-42bb-909d-92e4c64c6971
Maud,32.32,0.6,ed9cbbda-08b4-4a6a-af1d-f6c4d7514a8e
Danie,18.33,0.9,e545cbdb-26a4-4ab1-b104-e2801ad04f52
Brigid,61.55,4.3,b8960fd0-c4f3-40cd-a64a-a9886c4549b5
Trina,71.85,6.4,003954e6-a682-42a5-8deb-c913de97fefe
Ferdy,26.29,2.9,0d6dc5d1-6533-4982-878c-f01eb47eaa5a
Benjy,15.2,8.3,22b2844f-aec5-4380-8f61-228fe61c1d4f
Cayla,98.33,7.1,7e8ac4ba-3247-47d8-bd23-0ec47cf8c0fa
Tamarah,40.33,0.8,d7868bc9-a7b2-48e0-80ff-26d2e5991c49
Shamus,61.45,0.1,76b7507b-f480-47f3-9e22-9d689bfc2a97
Kelsy,29.26,3.4,c42f47af-3d54-47f5-8e17-e5c1e8a57e58
Loretta,70.02,2.8,189e4351-d963-48d4-bbdc-0fe16a9e6824
Correy,40.75,4.0,4560f03f-20ef-409b-b072-4a4241621350
Margaretta,79.83,6.5,6aef3e46-6f2d-476b-8f0c-a1b2c34f7629
Sheeree,78.85,2.9,3c155f3b-4491-4c22-80b6-a92eca4b165e
Vito,47.6,1.3,6be9519c-c87b-40b6-ac1e-1529b42446e0
Davidde,63.79,6.2,716665fe-5287-49bc-9a14-97543de05ff1
Danell,57.77,8.4,ade80d4b-f0aa-44df-a649-75491e611bab
Arielle,68.99,4.5,fc295578-7430-4dfb-959c-71350c03adc1
Aluino,69.64,2.9,ba6ae7d5-27a2-4566-b6f9-0b1655e93847
Tad,19.58,7.1,921264cc-48e1-4104-b3f9-96660f7a87bc
Iain,79.51,9.3,a3bccd7e-183c-46df-8a38-6dc6f564a4d7
Vitoria,23.8,1.1,669860cd-9347-4d33-8ec0-8a5eb3cdca4a
Filberte,91.52,0.7,bce37f6a-bbc1-4680-9c6a-e45702618051
Horst,44.46,9.9,a16076d4-4662-4953-a2ce-3954fd840c52
Thacher,65.92,9.5,2febc287-e92a-4688-be2e-2b7669e46302
Wes,99.11,5.7,51fb9eb2-dbf7-445c-9e67-231efba14070
Oswald,15.51,2.2,8b4074ee-4d0b-4802-9bb0-f6e894f8cdd5
Dickie,16.18,8.5,b682fb3c-459e-4a77-baac-cb66ef7accbc
Skyler,79.6,9.5,932ff328-bb72-4c3c-9e0c-341071d1f8e4
Neill,49.28,5.2,2e8fd16d-63e9-4501-bd2e-f2498d283bd4
Vonni,50.05,0.5,e00458bc-9252-449c-a5c5-0562b94b248f
Coraline,57.15,7.7,40f01c5b-9f97-44ec-89cf-c9f18697cfca
Errol,1.06,3.2,84d6447e-5497-46ce-a16b-8e462d3cd734
Arri,50.82,1.8,41030db3-666d-4d7d-b47f-fe46abb9211d
Waly,10.7,1.9,5e723eec-2092-433f-84a7-ff4121c48c66
Adah,15.61,8.4,6361134b-322f-4c01-9eb2-c0eada010354
Albertina,48.0,4.5,4cf0b7df-9ebe-486b-868c-038071e58dae
Issi,61.15,9.4,530f6075-e446-4a66-a7ee-5a5d1680e8d2
Cathie,99.96,1.6,c0751f25-34da-4522-9708-3279e52a88c0
Muire,15.63,4.9,03ad372c-e11f-4551-8ca2-a34c3949a06a
Ignaz,70.22,3.3,df939fa3-0a0a-41a0-8eae-0765e3b2c5e4
Buddy,78.79,5.4,6640fb0a-d934-445a-9bdb-e604f20a8768
Gwenora,44.82,2.7,b7b37bc5-3a49-4d43-aeaa-a0e163654d24
Adan,13.22,2.7,cd87fb88-e654-4265-ad7c-9dc2fd898c94
Loise,1.73,1.5,07f47e86-115b-492f-aba0-24a47b16e3de
Ethelbert,30.14,2.8,0ed481e7-ad79-4494-a4b4-0623d204aed6
Cos,93.35,2.5,b33eac1a-82d2-4000-a3dc-c2acf881faa6
Jilly,72.38,0.1,00c8f17a-8b54-48c9-9506-120215f53312
Gunilla,45.68,4.3,fc3e634e-a934-45d5-843d-cbccdcbeea2f
Baillie,36.11,3.8,b5bf18db-4026-4935-9ee6-25899c8ea899
Bonnie,40.17,1.0,c33e9753-a217-4a84-9586-988481a84d55
Siana,28.18,5.3,fc2f6253-8180-434c-9833-9e16b8f971e2
Beverie,90.06,5.2,f9935a05-a3d3-43e5-932b-b5b2c9a4578b
Cherice,39.02,5.5,cf1005ed-e00a-4cef-b582-9bec76526d94
Rose,67.05,0.8,a7723d46-2e82-4bfe-923d-29c8e6575384
Austin,51.72,7.0,ad697739-1669-4d67-8302-f8f0411f5b76
Jodi,2.78,7.7,391fe293-d4ff-4d81-b28b-480c9bb6f683
Mabel,36.26,7.0,f7ae71e4-8f86-4467-879e-565badaf9f4a
Rorie,20.22,5.1,ba2bd871-1342-4157-a8d1-68f060611df2
Merilyn,86.89,7.5,f414435c-14fa-45a7-9b11-a3bf3407c1e0
Danya,7.89,2.3,c50825ca-8810-429d-9e56-929add0faa9c
Michael,63.25,3.3,a5c76a1d-90b7-4f84-be59-2f8a962e3b35
Akim,24.6,9.9,81171833-43e5-4ffd-8d45-c63f1ea059db
Michal,96.01,3.3,6c9d1b5c-f251-40e0-ab1c-78d22f4a1c00
Hammad,88.34,9.4,32222d87-7ed2-4a69-a754-bf336a6c6c3b
Becca,99.54,3.6,7556bf84-8683-4e93-ac7e-e95af94491f8
Jake,30.26,9.6,f3683bec-253a-417f-bfff-c7830d766c27
Laina,61.31,5.4,d311db00-711b-4b63-a142-cb43de963338
Rabbi,87.75,6.4,a691be09-50dc-47fc-9161-3a708aeec498
Ferdinanda,82.58,0.6,0ffe2aae-0018-4138-8cca-f4be2d23a005
Harbert,29.58,1.1,95e0ba8a-3925-4634-8c87-bd434b744af5
Bethany,99.84,6.4,c31e8905-44aa-4caa-a6b5-d6ded063b6cf
Eugen,90.89,9.1,379e2d19-ef8e-4733-913a-448147c13c36
Angel,2.86,6.9,6f854a58-7bc2-4ed3-b144-b867e6af2dfb
Jeth,58.73,4.7,6ee514a8-2abb-4e66-b677-540db611d97e
Worthington,14.69,7.4,ac79a8f0-56d1-4fe4-adc4-00844e5edee5
Germayne,93.2,8.8,5266858b-3e82-4d1e-af6b-85ba8cb09143
Cindelyn,99.79,6.7,037351bd-841c-4167-acef-69cc90a85075
Lance,30.01,0.5,1b75c733-5646-485b-bd85-359617499597
George,44.86,7.7,f1e033c3-eab8-49a5-9d3f-dba00146fc15
Nobie,96.17,6.7,b55079e4-1164-43e8-a8fc-b62720165505
Jan,55.69,3.0,f312cd9d-805c-4312-b1f0-056d4167ddec
Jillayne,17.33,4.9,595d2e3c-11f2-49eb-856e-d992c2e2375f
Xylia,74.32,6.6,08fd7cf3-6001-462e-babc-2d5793a5e355
Cammy,54.1,0.4,12b8f5c8-f02e-4a5d-b828-98fd07a70c36
Estrella,1.92,2.4,6e28b0e7-a9f4-476a-adfa-f865b9848e18
Austen,21.83,5.5,26c28b92-ac9a-4b65-ba1e-4d0c86441cb9
Talbert,86.26,0.4,acc58391-bd4f-4931-93db-dcc26e8e39fc
Frayda,21.87,2.1,999bdb83-cf94-46aa-9a62-487660207941
Corri,21.52,5.8,95de1e4c-a8fb-4577-9c89-9c4bd56ddfe3
Dodi,51.07,3.4,e96cc55c-f4b1-46e4-9924-2ed969cda8cd
Grete,19.29,5.2,f770c003-61d2-4872-a0b1-d03f18265303
Genvieve,25.76,7.4,fe5931d6-30e8-42ea-bbe4-28becc4551c4
Percy,9.52,9.2,89fe620a-b12f-4eb1-b79c-96ae7179e394
Cody,80.41,8.2,c5d0ce74-2955-462f-8a3d-4679d86e63e8
Nerissa,76.14,7.4,44211b1d-615a-41a9-9bb4-b369b6e6191d
Aldon,69.69,3.3,fc502ee7-66f2-4838-8441-44936ab4252e
Deidre,33.93,0.8,950f9d5c-8269-4eea-9733-f22ec7ebe134
Llewellyn,7.45,4.4,4c913d97-4edc-47c9-ac74-cd71ca6c3e7f
Jerrold,73.59,9.1,5b976473-cc6b-4dc4-9399-01d5b04c2fc5
Arnold,28.53,6.1,942512cc-b010-4855-923c-1bf05e5633ba
Cherilyn,87.48,4.7,c26aa65c-89ae-428a-b203-b47d6aaa9157
Desiree,50.99,3.7,680c34d5-0020-4b04-96c8-f270655efac7
Wyn,81.22,9.9,c26f7aa4-4df1-43d1-a995-0b7856529a84
Delmore,36.02,1.9,a4ee99f3-18be-4825-965d-6eea1f7539fc
Aarika,64.74,0.8,128e8be4-f604-40c1-bf05-e7ad79a093d5
Candi,53.61,8.7,b890e863-fa67-42ad-9a52-a880ec2b7406
Matthus,93.42,3.9,0f72191a-2f6b-43b8-a091-ba8ec9fd5c5d
Valene,97.34,2.0,8a206915-c63b-4303-9351-36fa8734238a
Reyna,49.73,2.7,622c772f-1f53-4c90-9b51-5d5490375f77
May,11.65,2.2,b505c55b-8cc9-4986-a90c-b4d4298f3ff1
Orville,20.2,4.1,73e46b0f-6cfd-4c3f-bf31-2079bc335239
Ondrea,68.52,4.6,5fe22c17-8cbf-439c-b0cc-d09cdf31d0fa
Nelly,78.69,8.0,b9f8df9e-70a8-4c68-8d56-bbc605ca4f42
Clare,14.32,5.8,fe8ba7c7-655a-415d-8e5a-84c5b8e7df05
Cecilla,76.47,4.3,26b71dfe-6590-45d3-9de6-6adb6d9ea79d
Annabelle,78.48,6.8,7ecde0f2-8507-42ff-9dfa-416bd88a80ae
Gerick,0.32,3.9,27ac4432-2ec0-4c78-b221-00d020ba8dfe
Menard,52.81,8.6,f7e96bf1-5773-49d6-ba0b-d5aa8ab15725
Cammy,86.98,0.0,f986e22f-b166-4966-abe2-cb16bd629166
Abram,12.57,9.5,df25df0b-145f-48e4-ab79-c0b14e1ade75
Beverlie,18.03,9.0,5707aa98-dd74-424a-ae60-823e48d43ab3
Waldon,48.07,10.0,9a83f265-0ebb-43f7-9acc-78cd96445c5d
June,81.6,2.9,bf58bc5b-ca4d-4ae2-82b7-83d14b077b8b
Maurits,23.74,3.2,d155553c-f7ca-4c3d-b038-db0213b65e46
Kala,50.84,4.1,6e50fc81-8fb9-466d-a9e5-b90c31633dab
Zebulon,76.39,6.2,a6949cdd-2050-4b24-b1ce-a4365a0ce751
Dimitry,60.79,9.5,9c749600-d123-4c5c-b98f-601e8aaa9415
Wyndham,10.85,6.5,213c47d9-bcf3-4e53-9be4-b0e24c05f10a
Bekki,48.56,6.7,e927b45c-6bf4-4fd8-b053-69c6fcf6d163
Jaine,98.23,5.1,1c5811d8-6d37-49d0-8432-a5ae786f925a
Larissa,25.71,1.1,b0c81bcd-0089-4873-846b-9961636f1eb1
Minda,4.98,2.3,3bcef240-8f56-4c07-a0d1-36fd8fa2bf06
Kate,82.48,8.0,74c03171-e23b-480e-adc7-7d0e8edea2fa
Haskell,50.95,4.8,7d2ac32a-4e4f-4765-a1b3-27aa79f3e921
Alberik,72.23,9.8,2e2d1c39-d93e-43ac-b67c-be0fd8d73daf
Ardisj,48.1,0.9,00662db3-3a36-4960-a35a-24dea79ed301
Karlotta,19.74,6.5,0f42173d-380a-491b-b613-cd8cc6d6f67a
Lynnell,37.05,8.2,b6e19308-d991-414d-b7f3-0c2c4d5d8954
Adrien,47.11,1.7,20ddc761-2836-49d7-bd25-f54236af0e34
Karla,66.41,9.6,9a8a9127-b790-40f1-920d-06e1beab786f
Almeria,18.65,2.5,a43bf541-3602-426e-addc-2882fc6383b4
Allayne,2.22,0.9,b3e1f58d-0fa2-4b97-8dbe-f3de70e6b89c
Glyn,70.88,8.2,6c6cd01f-cbd4-4efe-a31d-761d2dd88384
Bonnibelle,14.91,9.8,858a1d59-fbb0-4758-8332-ef46179e06b0
Gris,18.22,2.3,d839d882-8694-4574-927f-65bf0e7e4663
Marijn,20.49,1.8,9dde5261-e87b-40c6-8643-e9ec877617bd
Bradney,48.18,1.1,bea6b393-fbad-4bb1-bea8-dc5e718dab7f
Myrna,43.38,7.5,c607cdf8-9e26-4403-8dd1-36a0408f728f
Eugine,64.72,2.5,8cf38d89-4b49-4fc0-b931-48bec87cacd0
Wayland,41.81,0.6,78bee8cd-a1e5-42f8-88cb-94473b585f2c
Basil,52.78,3.2,2e4f4939-d908-4d53-bc46-4c54a1329d55
Sybille,21.66,2.4,e62a786a-5543-46df-84cf-bc30a100af50
Drusi,59.24,2.5,e65e6e4a-5950-4abc-aca4-33478bd5ff0b
Cedric,44.12,0.3,b1d47a86-e9a3-497a-b575-eb15705b2d49
Angela,18.27,0.1,3d3570e1-803b-460a-b6f3-9a08fe29057b
Bronnie,41.72,7.9,b12c49a8-5935-427a-8c00-876edef28a42
Annetta,44.76,6.2,1495bee0-5ab8-4969-a2d5-ef1d9fad7715
Mayne,73.3,3.8,ea5fde0d-ae69-402f-a805-668e88629964
Lauretta,70.21,2.5,29047f96-d17f-48cb-a4fb-a531d0d85c26
Benjy,18.33,5.8,5ec9ae62-0b2d-4962-a3b1-03781ae5f9f5
Caressa,75.68,4.0,36cad566-f42e-49cb-bbf0-9b0fd0429880
Grant,57.67,7.0,fef9cf74-654f-4771-95c4-641b925af00e
Colleen,35.98,9.8,d511718c-c2d2-4e14-971a-9b8c0fe3f9e6
Cthrine,82.05,9.5,b228c3ff-9abf-4709-b942-96a674ad672a
Lisha,69.22,1.8,35e65e2d-64ad-44cf-b76f-6910574673ba
Rosalind,66.23,0.1,afd2f643-60e9-465e-aee0-e8e2aa47be96
Oneida,16.92,0.4,aeacdcb2-ec8f-4a56-9f3a-fa9d40c7dba8
Enoch,95.66,5.6,cb9dfb82-bffc-4669-889d-8ef02a502d73
Marv,56.72,2.4,4825ae61-67ee-4142-9299-564151e26ef8
Rinaldo,97.63,4.1,a88364d6-4504-4ed7-8653-68a5941a25d7
Nikita,0.59,2.2,53caa61b-d2f6-4dff-91e6-02ca476c810b
Dwight,1.66,7.9,323f5d31-f422-45a2-a93e-79d5aadfc7db
Emerson,26.3,0.8,bcbabb62-7503-4224-9d5d-8ffc8a06e5dd
Farrel,96.38,2.6,c600ff85-7db6-4473-955d-a8e369703a72
Abbi,95.68,2.3,34cc12b0-5c37-436a-837a-9312c01534bc
Rik,24.53,3.3,72d2b8b2-4ad6-403d-adb6-8669e604c063
Sargent,89.99,1.3,599f2e05-c4d8-4de3-8dcf-cf2b719e049f
Sanford,53.84,2.5,8adcf9b1-8182-47a9-9fda-00ae336806c3
Lidia,83.41,0.0,77f769e5-cf8d-44d3-9a50-04d81b0af713
Georgine,86.13,9.8,b40f43b9-aaf7-4592-a299-4d2e381aa6ab
Miriam,78.0,4.1,a2fd4315-ae8b-40c7-938d-ade5c46d803a
Alexis,3.53,5.7,e4943d46-982f-4861-9c49-4a11d7ff8813
Clint,67.47,1.7,60c785f8-f9bb-452b-9f87-576c9c7e92c2
Florida,99.03,3.9,257a3862-b913-4ce0-877b-82df937d2e00
Charla,93.36,0.8,9de3df52-16b8-460b-8b68-7cf80d7cad2f
Isidore,79.99,9.4,f7d8edff-595b-42ed-b3cb-ccbe4c4502fb
Kattie,64.44,3.5,b6e50a8f-0333-4bf8-bc6f-a34c1a8b26f8
Cindi,0.04,7.0,1ac56fbe-1d09-45f7-aabb-6bdc2acacdd0
Celie,94.14,6.6,99aec957-00bd-4060-8fc7-d5ac6ae78e4b
Kippy,66.4,3.7,73c144fa-ab50-4f19-8fa6-de1182b15640
Peggy,48.6,4.0,60d81ff8-21fd-44a4-8696-66a8fc776737
Paloma,24.54,3.8,5941ba4a-519e-4bde-b7ba-d935496f546f
Vince,85.84,6.0,27f66da7-a104-475e-bf5f-fb14a1b1205c
Valentia,66.34,4.5,9eb94783-4bc5-4751-8e72-1bd2778a5932
Elwira,81.19,8.3,4cb02330-13e7-4230-9916-763c6e9a4d7e
Nikaniki,13.85,10.0,262e2460-49e7-42d1-b09c-cb6afd1cb458
Elden,65.82,7.8,a995a387-b5ca-4b5c-b165-c3b97ef4b39f
Kissie,27.48,3.5,5da94d56-c2c8-4a4d-affb-1f366008a2a1
Fonzie,70.45,6.9,d7074f5f-f95a-4add-9ce6-5b0c94c44552
Chet,16.53,4.0,2595f3ae-5182-4bfe-95d6-76193e4b1c03
Sawyere,8.17,7.8,1c2c92a1-6c72-4443-9f5a-75070ed09756
Winni,91.6,5.5,347c8aa1-f443-41e3-97fa-6b975b900a25
Isidoro,66.18,2.1,12012df0-8be7-4e2d-aa7f-61bd7f2d5043
Gale,74.29,5.4,6f012797-be19-47ec-bcd4-113156969bca
Keary,26.83,6.3,52d92563-75ea-4b39-b053-4156519a4433
Clarice,57.9,6.6,2d49a58c-f4a1-451d-a14a-8e438c5284fe
Thedrick,42.53,6.6,925d9990-8283-479d-88fd-37d31d5cbcfb
Leona,65.58,2.3,e03e6e8e-1e64-4b00-85e5-a15a3ee187bb
Giraldo,10.86,6.2,05bbd5aa-d0d5-4df4-9b4b-da5c72f0029a
Margette,71.63,0.8,b8956594-8c64-4f2d-b2b9-be76255ea071
Piper,68.62,9.3,a33e813c-6d7d-48d1-89b1-133b53742fc2
Micheil,69.3,9.3,0c235ed8-12a9-46d2-8d81-34045ea3c882
Dania,93.72,9.9,bfa29299-5975-4656-beb2-e6bcd79a9b25
Ali,74.81,1.6,64ee708a-6143-40b9-bd3c-1f02f1c81824
Margi,11.59,5.8,26fc81f1-aae7-4865-8c18-23c3ab3a04e5
Phillipp,75.45,0.2,9af6b362-e8d4-41c9-814e-c3b7f2a56b11
Lodovico,41.58,9.6,4f1d9581-af06-4c97-b61f-6facdaf4654a
Gwenora,54.01,5.5,fbdc5481-9bfc-4754-806f-57df53290c43
Pavlov,79.24,1.9,e4fc684b-40b9-470e-a71e-83b0bede2753
Jason,28.62,1.9,ae6542b7-1000-4c53-bd01-e48bba6a3fc3
Der,10.43,5.5,d211bf95-7d45-4ad6-9a22-0090e0fcb575
Caroline,12.48,2.7,5dc495c0-70dd-4245-b212-492e9d953157
Leslie,32.7,5.3,51fb3fb1-6faa-49ed-97f7-76e6a4da344a
Sascha,55.84,2.2,7307fb0c-5dd4-4434-9328-6fe2a4e5c8ce
Jacquelin,43.44,9.3,e62e40e5-f82a-449d-aa17-a0614692d5b8
Vance,97.84,9.2,e7770a3e-f840-4806-b799-89fbce8106b0
Verena,63.75,3.7,98925c9f-6c46-4112-9f58-f4ed60dde1ef
Husain,21.7,9.1,7786acfb-6c52-49ff-946f-c4db54278fc3
Jeremias,78.86,2.6,34380d9a-95dc-4be0-b7ce-ddd25f4ba99e
Elfie,6.16,2.8,f658de03-02aa-443f-8dd1-34af05f873f6
Janessa,77.82,4.6,f9301004-c897-42b0-a861-20ea45e04d64
Melany,69.75,1.1,5804648e-b731-4642-a29d-03128f70e448
Damian,53.73,4.1,23704bed-407b-46b7-9a31-a58826a8ff3d
Arny,30.78,7.6,a2de14ab-70ba-4c26-9f6a-88b5c34ba59e
Georgianne,4.84,6.7,a63a97f6-8a4d-4923-91d9-9127665b3ef5
Quinn,29.17,1.8,b5c59228-357b-4233-b33b-9b8ea17320cd
Liam,55.04,6.9,2ce9d309-6553-4f5e-a7ad-ee8b494cdd7b
Alvis,97.99,7.1,6ce7e34f-0464-4185-b83d-d0a958e77bec
Jephthah,34.51,0.3,69417170-0df7-4788-ba0d-777a92fbeda4
Kimmy,82.08,8.0,729141dc-1d0b-4371-9392-53f0e1cd9052
Adriaens,61.52,6.8,789a1efd-6a0b-486f-8dbf-0e366eb2d893
Silas,43.6,7.3,f411ba5b-242f-4191-a772-b42d1de9932c
Michael,73.65,5.4,f408eb65-e849-4939-8a4a-c2d8537abdf3
Deva,18.14,2.7,c06c3d89-6f43-46be-97cd-60e81b95af1c
Duncan,51.7,3.2,c88f0b83-e2ed-4086-8f12-5abed927deff
Arluene,55.86,1.6,2f8594bc-fed7-42bb-9e30-8f670314652e
Thorndike,17.8,8.2,7f57cb26-91b3-49b6-be59-0461edbb51ec
Lindsay,12.98,7.8,b427a524-b042-4b16-83aa-164d4b1e5049
Joyann,15.1,5.1,92ca4c00-857f-4113-92d0-4a37c4b1f885
Tildie,92.15,2.5,6adedd2f-20c4-4397-af7e-bfaaf979984e
Neysa,91.54,8.2,50cbf330-918a-43a1-ab4f-1c9253c6b336
Jolie,49.62,8.3,368dfde8-4c88-492f-943b-2010d6811d9c
Hermann,65.21,7.8,6f06272d-63bd-4d1d-bcde-8f3df4b511b9
Carlyn,9.6,8.7,e141c76b-2f8c-4906-ad7f-264986b93f7c
Holly-anne,18.22,1.6,50b0b96e-3dd6-41ac-8cbc-797a7eceb828
Marlie,80.79,9.7,8f80e246-0043-4896-9186-2ce2827bb415
Mady,91.09,8.1,b75b9d64-8698-40c3-ac83-f394857e9d55
Pam,67.48,6.1,90efb39e-109e-4fdd-b432-771360e531ce
Mac,49.96,9.1,c7e90db7-6506-4e1b-ae9c-c09610680179
Kimberli,80.43,9.1,ec74b1fa-6635-4fa1-83e6-9d6277059f8b
Mady,42.07,6.9,9826a47f-29dd-45e8-852b-861f8eda2430
Beverie,6.16,7.7,b779d34b-f1fe-4fa7-b772-51865fe59011
Melany,63.79,8.9,233c81dd-23ea-4a14-9e91-8c968e497348
Jacquelyn,52.47,3.2,79e80f3d-12b7-4f4f-b83a-db9fd480f652
Yorgos,6.39,8.0,b28113d1-e713-4a98-a5a0-ce0439e8dfe7
Cathleen,77.53,10.0,86a0aede-7b3c-473a-9d11-4bb9c39b5d1e
Dewey,21.9,4.6,5a7c9a2a-dbb7-4af5-84a8-4f3f9aacf4b3
Shandie,98.93,1.0,471218ef-41e8-400a-9762-e53aaf51ecbb
Joshua,74.07,7.7,f371d467-89ea-4430-bcbe-64dc8f70a078
Hollis,6.67,1.1,0e84aabb-8df2-47b6-9f7d-91c561161a5a
Ninette,92.64,8.7,f58dbf04-1de2-46e2-bb31-017a9612cd85
Kally,27.7,0.5,d1c71862-03d9-41fb-ad6e-a87aabfa0824
Tracee,39.83,4.5,94660165-9de1-4961-b855-a80fc5ee86ec
Phylys,5.13,5.5,4a0010f8-3eac-4dc9-a0d2-f1dc2490bf4e
Tybie,71.38,1.2,e7179b27-69dd-4013-84aa-f4385e1d76c8
Iris,59.24,6.9,26781d31-bd38-4a4c-a8a1-a0cc9abb331d
Jere,40.29,1.3,83387ebb-e0aa-43b0-90b4-35da08fd5be7
Francklyn,68.22,6.3,2afe8787-2365-4946-ba98-8d0ca61a58b7
Erna,18.15,8.0,2a1567e2-5f05-4652-b8c9-5621a75435f0
Shaylah,23.46,3.0,238fd233-22c4-465e-9b3f-a7dac71c49da
Hilary,86.71,5.6,b0dd32ec-47d8-400e-b07d-bed19b95e49c
Annecorinne,62.74,4.5,2888490a-ea95-40ac-8b3f-6c5b54d70c74
Brynna,27.56,3.2,f259b62d-5743-4eb4-bf90-a3703892eb96
Ker,33.65,7.7,64f07b27-a0c2-4ded-b219-0377772d3531
Bryana,37.63,5.1,2f8ec98b-38cd-4723-9afa-0fd620c5fe37
Tabbi,31.44,2.1,05847fa6-1e1d-40ac-8f23-c7964bd6cb13
Othelia,28.68,7.7,43a2c357-b5af-447f-aa6e-dd7d8fd09981
Madge,90.89,6.1,9fe05017-050d-4104-846f-be69bea48eb3
Kelcy,39.31,1.2,55f51ba3-8007-44ee-b030-44ef1ebf1340
Roxi,96.17,0.8,919daedd-95c3-45e2-ae39-fa29b1d59896
Samaria,59.09,0.5,415fbab8-31e8-49ca-9cdb-89f0ca443a78
Stacy,33.2,2.2,4607339d-5d30-4b60-a289-090056a8e806
Olly,57.79,9.9,66af0c3c-2657-4de8-8dc5-35448060f67d
Eleen,8.94,0.3,db3fa8a5-a514-410c-ab28-1a12712c89d7
Dolf,88.99,9.3,05173b05-ab12-4eef-ab79-4fdcbf8c3b28
Obadiah,16.35,5.9,ae641e03-8fd2-47b5-9799-7ddf17ee5d5b
Lyell,29.87,8.5,b2a66a4d-5638-450f-8d33-90b1fb9c1af8
Aidan,45.03,1.9,a4160805-d1ed-40b6-a97b-d598a60ecff6
Adrea,55.11,8.3,493258ca-a3ce-451c-9c09-27ad65aa0258
Heath,4.8,7.7,3210ff19-d92a-470c-afd9-a0d3a761e277
Verena,15.49,2.9,c1a8d6c7-6916-4b98-96a4-0dc0554c56c8
Carol-jean,76.39,1.1,f92e03f5-343f-4998-8362-ba576181caa6
Beulah,92.97,2.9,94dfab93-f710-492d-94d3-d1608f9c025c
Feodora,39.58,1.8,ebe34581-b0a2-420e-8dca-131bcffbbe51
Leila,34.17,2.4,89701119-4f74-4d61-8105-bc0e995f317a
Em,9.14,0.5,54982ad4-ca52-46aa-b7ed-908a8443b978
Wells,37.22,9.1,1324c011-bd33-43ad-ac0c-ddacbf093b3f
Paulie,96.64,3.7,de2488a2-b6dc-4bd4-b2e8-16237c877ef8
Haley,43.16,0.2,9f0b63f9-4782-4420-9533-09136806caea
Moreen,72.77,8.1,8b31f7b0-aa39-4efb-b671-3549237007a8
Dilan,44.44,9.1,06f9df2f-ceac-413e-a1eb-4fc66b0e2f5e
Eustace,58.48,5.0,d6c7debf-469c-4916-9240-7e2b2e99b9f6
Glenna,94.21,1.1,1be2a1b4-84a8-4f2e-893b-9c2e1da930f1
